"id","Seen_StarWars","Fan","Han_Solo","Luke_Skywalker","Princess.Leia","Anakin.Skywalker","Obi_Wan","Emperor_Palpatine","Darth_Vader","Lando_Calrissian","Boba.Fett","C3P0","R2D2","Jar_Jar_Binks","Padme_Amidala","Yoda","Who_shot_first","Gender","Age","Household_Income","Education"
3291602842,"Yes","Yes","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Greedo","Male",43,"$50,000 - $99,999","High school degree"
3291598188,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Male",77,"$50,000 - $99,999","High school degree"
3291588139,"Yes","Yes","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","Han","Male",76,"$50,000 - $99,999","Bachelor degree"
3291570206,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3291548852,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","Greedo","Male",40,"$50,000 - $99,999","Bachelor degree"
3291529925,"Yes","Yes","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","I don't understand this question","Male",42,"$100,000 - $149,999","Bachelor degree"
3291524547,"Yes","No","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Greedo","Male",66,"$50,000 - $99,999","Bachelor degree"
3291502449,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Male",83,"$100,000 - $149,999","Some college or Associate degree"
3291497337,"Yes","Yes","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","","Somewhat favorably","Very unfavorably","Somewhat favorably","Very favorably","Greedo","Male",71,"$150,000+","Bachelor degree"
3291482197,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Very favorably","Greedo","Male",36,"$25,000 - $49,999","Graduate degree"
3291476650,"No","","","","","","","","","","","","","","","","","Male",42,"$25,000 - $49,999","Bachelor degree"
3291470613,"No","","","","","","","","","","","","","","","","","Male",34,"$100,000 - $149,999","Bachelor degree"
3291469991,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3291468155,"Yes","No","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Somewhat favorably","Greedo","Male",62,"$100,000 - $149,999","Some college or Associate degree"
3291461574,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Unfamiliar (N/A)","Very favorably","Han","Male",43,"","Bachelor degree"
3291455642,"Yes","No","","Very favorably","Very favorably","","Very favorably","","Very unfavorably","","","Very favorably","Very favorably","Very favorably","","","I don't understand this question","Male",64,"$25,000 - $49,999","Some college or Associate degree"
3291446474,"Yes","No","Somewhat favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Male",40,"$50,000 - $99,999","High school degree"
3291446275,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Han","Male",35,"$50,000 - $99,999","Some college or Associate degree"
3291439708,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","","Very favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Unfamiliar (N/A)","Somewhat favorably","Greedo","Female",77,"$50,000 - $99,999","Bachelor degree"
3291439404,"Yes","No","Very favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Female",66,"$25,000 - $49,999","Graduate degree"
3291437345,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Han","Male",31,"$50,000 - $99,999","Some college or Associate degree"
3291435787,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","I don't understand this question","Female",40,"$50,000 - $99,999","Graduate degree"
3291435056,"No","","","","","","","","","","","","","","","","","",NA,"",""
3291433636,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Somewhat unfavorably","I don't understand this question","Female",41,"$25,000 - $49,999","Bachelor degree"
3291431939,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Han","Female",33,"$25,000 - $49,999","Graduate degree"
3291430239,"No","","","","","","","","","","","","","","","","","Female",81,"$25,000 - $49,999","Some college or Associate degree"
3291430193,"No","","","","","","","","","","","","","","","","","",NA,"",""
3291428174,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","I don't understand this question","Female",43,"$50,000 - $99,999","Some college or Associate degree"
3291427761,"No","","","","","","","","","","","","","","","","","Female",36,"$50,000 - $99,999","Some college or Associate degree"
3291425110,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very unfavorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Female",32,"$50,000 - $99,999","Graduate degree"
3291424127,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat unfavorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",62,"$25,000 - $49,999","Bachelor degree"
3291424006,"No","","","","","","","","","","","","","","","","","Female",36,"$100,000 - $149,999","Bachelor degree"
3291422637,"Yes","No","Very favorably","Somewhat favorably","Somewhat favorably","","Very favorably","","Very unfavorably","","","Somewhat favorably","Somewhat favorably","","","Very favorably","I don't understand this question","Female",69,"$25,000 - $49,999","Graduate degree"
3291421381,"No","","","","","","","","","","","","","","","","","Female",75,"$100,000 - $149,999","Some college or Associate degree"
3291420030,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3291410155,"No","","","","","","","","","","","","","","","","","Female",43,"$0 - $24,999","Some college or Associate degree"
3291405943,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3291402264,"No","","","","","","","","","","","","","","","","","Male",69,"$25,000 - $49,999","High school degree"
3291401326,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Very unfavorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Very unfavorably","Very favorably","I don't understand this question","Male",78,"$25,000 - $49,999","High school degree"
3291395512,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Very favorably","Very favorably","I don't understand this question","Female",38,"$50,000 - $99,999","Bachelor degree"
3291394022,"Yes","No","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat favorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Unfamiliar (N/A)","Very favorably","Han","Male",56,"$50,000 - $99,999","Some college or Associate degree"
3291391717,"No","","","","","","","","","","","","","","","","","",NA,"",""
3291391446,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Han","Female",71,"$25,000 - $49,999","Some college or Associate degree"
3291391033,"No","","","","","","","","","","","","","","","","","Female",42,"$25,000 - $49,999","Some college or Associate degree"
